Consulta|dia_semana|semana_del_mes|mes|cuatrimestre|anio|hora_discretizada|dni_discretizado|legajo_discretizado|posee_legajo|posee_telefono|carrera_valor|proveedor_correo|Clase|cantidad_caracteres|proporcion_mayusculas|proporcion_letras|cantidad_tildes|cantidad_palabras|cantidad_palabras_cortas|proporcion_palabras_distintas|frecuencia_signos_puntuacion|cantidad_oraciones|utiliza_codigo_asignatura
estimados, el motivo de mi email es si posible poder saber cuales serían los horarios de las materias, de análisis matemático iii, química general, estadística, principio de la economía , y planificación de producción, dado que me lo piden en mi trabajo para poder organizarme en los horarios para el próximo cuatrimestre. desde ya muchas gracias. |6|1|7|1|2018|2|2|1|1|1|25|hotmail|Inscripción a Cursadas|348|0.0|0.8132183908045977|9|57|28|0.8070175438596491|0.02586206896551724|2|0
&iquest;cómo me inscribo en las materias de una carrera? |5|4|2|1|2019|1|1|1|1|1|4|gmail|Inscripción a Cursadas|57|0.0|0.7894736842105263|1|10|6|1.0|0.03508771929824561|1|0
no puedo anotarme a las materias  |6|2|8|2|2018|3|6|4|1|1|43|gmail|Inscripción a Cursadas|34|0.0|0.7941176470588235|0|8|5|0.875|0.0|1|0
buenas tardes ! estuve intentando inscribirme a las cursadas y no pude, el día de hoy me acerque a la facu para poder consultar que sucedía y me explicaron que había quedado libre, solicite la reincorporación pero tarda 24hs y el limite de anotarse en las materias es hasta hoy . como puedo hacer ? gracias  |3|1|3|1|2019|1|6|4|1|1|54|live|Inscripción a Cursadas|308|0.0|0.7922077922077922|4|58|33|0.8103448275862069|0.016233766233766232|1|0
buenas noches hoy estuve en la unlu sede san miguel y alumnas que cursan  me dijeron que me podia inscribir en el taller abierto codigo 30610 el cual no pude hacerlo por la pagina le pido ser inscripta en la misma los lunes para cursarla desde ya muchas gracias  |3|4|8|2|2015|3|1|1|1|1|33|hotmail|Inscripción a Cursadas|263|0.0|0.7870722433460076|0|52|30|0.8269230769230769|0.0|1|1
hola yo realize la inscripcion de la asignatura algebra y logica computacional y no fue procesada  |3|4|7|1|2017|3|8|3|1|1|17|gmail|Inscripción a Cursadas|99|0.0|0.8282828282828283|0|18|11|0.8333333333333334|0.0|1|0
buenas tardes, quisiera saber a partir de que hora me puedo inscribir a las materias para el 2do cuatrimestre o si tengo que ir presencialmente ya que soy aspirante. no quisiera perder las fechas, ni los horarios que crei convenientes. desde ya muchas gracias |0|1|8|2|2019|1|5|4|1|1|54|gmail|Inscripción a Cursadas|260|0.0|0.8115384615384615|0|45|25|0.8444444444444444|0.015384615384615385|2|0
quiero anotarme a las materias como hago?  |2|2|2|1|2018|1|2|0|0|1|52|gmail|Inscripción a Cursadas|43|0.0|0.7906976744186046|0|9|5|0.8888888888888888|0.023255813953488372|1|0
hola, me inscribí y no recuero bien en que materias ya que no las anote, me podran informar cuales son y con cual comienzo el dia lunes 7/3 o en que parte de la pagina lo puedo ver. muchas gracias. |0|5|2|1|2016|2|2|3|1|1|5|hotmail|Inscripción a Cursadas|198|0.0|0.7626262626262627|1|41|26|0.8536585365853658|0.020202020202020204|2|0
buenas noches, queria saber como anotarme para el taller de resolucion de problemas, espero prontas respuestas. gracias jesica |2|5|5|1|2017|3|6|3|1|1|3|gmail|Inscripción a Cursadas|127|0.0|0.8346456692913385|0|19|6|0.9473684210526315|0.023622047244094488|1|0
hola, acabo de confirmar que aceptaron mi reincorporacion y el reconocimiento de las materias aprobadas y que la misma tiene validez hasta febrero de 2017, por favor, necesito orientacion para comenzar el proximo cuatrimestre ya que este no me inscribi a las cursadas, desde ya muchas gracias  |6|3|11|2|2016|2|1|1|1|1|3|msn|Inscripción a Cursadas|294|0.0|0.8095238095238095|0|49|24|0.8163265306122449|0.013605442176870748|1|0
buenas tardes, quería consultar sobre la inscripción a las materias del segundo cuatrimestre, que en la página no me aparece nada y quería preguntar si tengo que ir hasta al establecimiento para anotarme o esperar hasta que me aparezca |0|1|8|2|2019|2|6|0|0|0|17|gmail|Inscripción a Cursadas|236|0.0|0.826271186440678|4|40|20|0.85|0.00847457627118644|1|0
hola quisiera anotarme en las materias pero no aparezco en el sistema  |3|1|2|1|2018|1|5|3|1|1|43|gmail|Inscripción a Cursadas|71|0.0|0.8169014084507042|0|14|9|0.8571428571428571|0.0|1|0
buenos días,   necesitaba hacer una consulta. yo estoy inscripto en la carrera de contador público en la sede regional san miguel y mi duda es sobre cómo tengo que hacer para anotarme a las materias que voy a cursar una vez terminado en curso de ingreso que comienzo mañana. porque todavía no tengo número de legajo ni tampoco contraseña. agradecería muchísimo su respuestas ya que quiero finalizar con eso  muchas gracias federico |3|1|2|1|2018|0|5|0|0|1|54|gmail|Inscripción a Cursadas|432|0.0|0.8171296296296297|7|76|38|0.8026315789473685|0.009259259259259259|3|0
cuando es la inscripción a las cursadas de mi carrera ?  ya que entro y me dice no esta vigente  |3|3|2|1|2019|1|6|2|1|1|17|hotmail|Inscripción a Cursadas|97|0.0|0.7628865979381443|1|23|17|0.9130434782608695|0.010309278350515464|1|0
hola buenas noches, quería preguntar como me puedo anotar en las materias de mi carrera , ya que no pude acceder a internet del 8 al 12 de agosto. y necesito inscribirme por favor...  espero su respuesta . |6|2|8|2|2016|3|5|2|1|1|54|hotmail|Inscripción a Cursadas|206|0.0|0.7621359223300971|1|40|24|0.95|0.03398058252427184|5|0
hola. no puedo ingresar para inscribirme. como puedo hacer. |0|2|8|2|2016|3|3|3|1|1|54|hotmail|Inscripción a Cursadas|60|0.0|0.8|0|10|4|0.9|0.05|3|0
buenas tardes, quiero acceder a la inscripción de asignaturas del 1er cuatrimestre, y me indica que ingrese el número de legajo, pero no lo tengo, como lo obtengo? |1|1|2|1|2018|0|4|0|0|0|5|gmail|Inscripción a Cursadas|164|0.0|0.7926829268292683|2|29|16|0.9310344827586207|0.03048780487804878|1|0
tengo una consulta acerca de la asignatura de código 20038, la cual según el plan de estudios de mi carrera debo cursar el 1er cuatrimestre, pero a la hora de solicitar cursarla no aparece como una opción posible. por esta razón quiero saber de que forma solicitarlo o si en realidad corresponde a otro cuatrimestre. gracias. |2|2|2|1|2016|2|6|3|1|1|18|hotmail|Inscripción a Cursadas|326|0.0|0.7944785276073619|4|57|32|0.8245614035087719|0.015337423312883436|3|0
necesitaría saber como tengo que hacer para anotarme el siguiente año (2016) en la sede de san miguel para seguir cursando la licenciatura de geografía. tengo que solicitar el pase desde lujan? o directamente anotarme en san miguel? se puede hacer via web? |4|1|12|2|2015|2|1|2|1|1|10|hotmail|Inscripción a Cursadas|257|0.0|0.7937743190661478|2|44|23|0.7727272727272727|0.01556420233463035|1|0
hola! quiero completar on line la inscripcion a la cursada del primer cuatrimestre. me inscribiré solo a dos materias, pero no me deja seguir el sistema en tanto no complete todos los cuadros de las asignaturas. me podrian ayudar con este punto. gracias! |1|3|2|1|2017|0|2|0|0|1|4|yahoo|Inscripción a Cursadas|255|0.0|0.807843137254902|1|44|24|0.8863636363636364|0.023529411764705882|3|0
buenas tardes !! quisiera saber si es valido anotarme en dos o tres materias solamente o es obligacion anotarme en todas la que figuran para el primer cuatrimestre ? ( no la de taller )desde ya agradesco cualquier información  |4|4|2|1|2018|1|8|0|0|1|5|hotmail|Inscripción a Cursadas|227|0.0|0.801762114537445|1|41|22|0.8536585365853658|0.013215859030837005|1|0
no me puedo inscribir para rendir las materias  |3|2|2|1|2016|2|5|0|0|1|2|outlook|Inscripción a Cursadas|48|0.0|0.8125|0|10|6|0.9|0.0|1|0
por razones laborales y personales no pude inscribirme en tiempo en la carrera. necesitaria no perder la solicitud de reinscripción, ya que a su vez perdí la regularidad. muchas gracias, estoy a su disposición.                       jésica cudugnello |4|1|3|1|2017|1|2|2|1|1|4|hotmail|Inscripción a Cursadas|251|0.0|0.749003984063745|4|59|41|0.5254237288135594|0.0199203187250996|3|0
hola disculpen me anote en turnos que no puedo asistir , yo solo puedo asistir  la mañana, cursar materias , porfa ayuda como hago para anotarme en turno mañana si no m aparece la opcion |4|4|2|1|2019|1|2|0|0|1|4|gmail|Inscripción a Cursadas|187|0.0|0.7914438502673797|0|37|20|0.8108108108108109|0.016042780748663103|1|0
buen dia, quería consultar por inscripción para el 2do cuatrimestre, desde ya muchas gracias. alejandra |0|4|6|1|2017|0|2|0|0|0|1|baires-sa|Inscripción a Cursadas|104|0.0|0.8173076923076923|2|16|8|1.0|0.028846153846153848|1|0
cuando me dispuse a realizar la preinscripción a materias, me encontré con que materias que nos habían dicho que eran teóricas tienen su parte práctica o algo por el estilo. podrían aclararme esta duda? ya que hace complicado elegir los horarios. muchas gracias, joaquín. |0|2|2|1|2018|0|7|0|0|0|43|gmail|Inscripción a Cursadas|272|0.0|0.8161764705882353|7|45|22|0.8888888888888888|0.022058823529411766|3|0
buenos días. el día viernes me acerque a la sede de san miguel para realizar el trámite de reincorporación y me dijieron que hoy me fijara en la pagina . pero sigo sin poder ingresar. puse mi legajo y la clave que me generaron ahí. no se si tendré que esperar unos días más? gracias  |4|1|3|1|2017|0|2|1|1|1|5|hotmail|Inscripción a Cursadas|284|0.0|0.7852112676056338|8|57|38|0.8070175438596491|0.017605633802816902|4|0
hola,  el cuatrimestre anterior por inconveniente familiar debí abandonar. ingreso a la página,  deseo cursar aunque sea ingles 1, pero no me figura ninguna opción de cursada.  que puedo hacer&iquest; no quiero perder la regularidad....  muchas gracias |1|1|8|2|2017|3|1|1|1|1|4|gmail|Inscripción a Cursadas|253|0.0|0.7905138339920948|3|42|19|0.8571428571428571|0.039525691699604744|6|0
buenos dias, queria saber mi situación académica, si estoy libre o regular en la carrera. mi otra consulta se debe al hecho que intenté inscribirme a la cursada de ideas políticas 20690 y no me figura en la nómina de materias para cursar. desde ya muchas gracias |4|1|3|1|2016|1|2|1|1|1|8|hotmail|Inscripción a Cursadas|263|0.0|0.7870722433460076|5|48|23|0.8958333333333334|0.015209125475285171|2|1
quisiera saber porque no tengo el numero de legajo? lo necesitaria para poder anotarme en los horarios de las materias. muchas gracias |6|1|2|1|2016|3|5|0|0|0|17|gmail|Inscripción a Cursadas|135|0.0|0.8222222222222222|0|23|10|0.9565217391304348|0.014814814814814815|1|0
hola como hago para anotarme en las materias de manera web ? muchas gracias |1|2|8|2|2016|1|4|2|1|1|4|hotmail|Inscripción a Cursadas|76|0.0|0.8026315789473685|0|15|10|1.0|0.013157894736842105|1|0
hola quería saber como hacia para anotarme a las materias, espero su respuesta gracias  |0|1|2|1|2018|1|6|0|0|1|43|gmai|Inscripción a Cursadas|88|0.0|0.8181818181818182|1|16|8|0.9375|0.011363636363636364|1|0
buenos dias como hago para poder inscribirme en materias  |0|3|2|1|2018|1|4|1|1|1|14|hotmail|Inscripción a Cursadas|58|0.0|0.8275862068965517|0|11|7|0.9090909090909091|0.0|1|0
hola,no puedo anotarme a las materias del primer cuatrimestre y no tengo el numero de legajo si me pueden ayudar gracias. |2|3|2|1|2018|1|2|0|0|1|48|gmail|Inscripción a Cursadas|122|0.0|0.8114754098360656|0|22|10|1.0|0.01639344262295082|1|0
quiero hacer la inscripción a cursadas y me dice que no tengo inscripciones pendientes y no se como hacer  |5|2|2|1|2018|3|7|0|0|1|43|gmail|Inscripción a Cursadas|107|0.0|0.8130841121495327|1|21|13|0.8095238095238095|0.0|1|0
hola buenas tardes como hago para inscribirme por via web para los talleres |2|3|12|2|2018|2|8|0|0|1|8|gmail|Inscripción a Cursadas|76|0.0|0.8289473684210527|0|14|10|0.9285714285714286|0.0|1|0
hola, me inscribí en la cede central el 18 de diciembre. quiero ingresar al perfil aspirante con mi numero de documento (para inscribirme al taller) y no me deja. quería saber por que no puedo entrar, ya que la inscripción a talleres cierra en unos días. |2|4|12|2|2018|1|7|0|0|1|3|gmail|Inscripción a Cursadas|255|0.0|0.7843137254901961|4|47|25|0.851063829787234|0.0196078431372549|3|0
no me llega al email del perfil de aspirante para anotarse en las materias. |1|1|2|1|2018|2|7|1|1|1|43|gmail|Inscripción a Cursadas|76|0.0|0.8026315789473685|0|15|9|1.0|0.013157894736842105|1|0
quería saber como tengo que hacer para poder inscribirme a las materias que no me aparecen en la pagina.tengo que ir si o si hasta la universidad para inscribirme o como hago porque las materias que tendría que cursar ahora no me aparesen me aparesen otras. |0|2|8|2|2016|2|8|2|1|1|3|outlook|Inscripción a Cursadas|258|0.0|0.813953488372093|2|47|27|0.6595744680851063|0.007751937984496124|2|0
no me envia el mail para poder seleccionar los dias y horarios de las asignaturas |1|1|2|1|2018|0|6|0|0|1|4|hotmail|Inscripción a Cursadas|82|0.0|0.8170731707317073|0|16|11|1.0|0.0|1|0
buenos dias, necesito saber como debo inscribirme en las asignaturas del 1er cuatrimestre, ya que en la pagina solo me permite consultas.  muchas gracias |1|2|2|1|2018|3|7|0|0|1|43|hotmail|Inscripción a Cursadas|154|0.0|0.8116883116883117|0|26|14|0.9230769230769231|0.01948051948051948|1|0
hola quisiera generar mi legajo pero no se los pasos a seguir  |0|2|2|1|2016|2|4|0|0|1|3|hotmail|Inscripción a Cursadas|63|0.0|0.7936507936507936|0|14|9|0.9285714285714286|0.0|1|0
buenos días, me quisiera anotar para lasu materias del primer cuatrimestre, me dijieron que lo debo hacer por está vía, me podrán orientar, yo ya lleve los papeles a la sede de san miguel, gracias.  |2|1|2|1|2018|0|1|0|0|1|33|live|Inscripción a Cursadas|199|0.0|0.7889447236180904|4|37|22|0.918918918918919|0.03015075376884422|1|0
hola buenos días, quería saber cómo hago para elegir las materias los días y el horario para cursar, porque no me figura otra cosa, y seguí los pasos que dice en la hoja que me dieron al inscribirme pero no me aparece nada. |0|1|2|1|2018|0|6|0|0|1|3|gmail|Inscripción a Cursadas|224|0.0|0.7901785714285714|5|44|27|0.8409090909090909|0.017857142857142856|1|0
buenas noches... es la primera vez que ingresó a esta página para poder anotarme y no logró hacerlo .. quería saber como puedo hacer y si aún hay tiempo..  desde ya muchas gracias.  saludos |1|3|2|1|2018|3|4|0|0|0|3|hotmail|Inscripción a Cursadas|190|0.0|0.7684210526315789|5|37|19|0.918918918918919|0.042105263157894736|8|0
no recibo el mail para poder inscribirme a las materias. |0|3|2|1|2019|3|8|0|0|0|2|icloud|Inscripción a Cursadas|57|0.0|0.8070175438596491|0|11|7|1.0|0.017543859649122806|1|0
quiero confirmar dias y horarios de inicio de cuatrimestre. gracias. |0|2|2|1|2016|3|5|0|0|1|43|gmail|Inscripción a Cursadas|69|0.0|0.8260869565217391|0|11|5|0.9090909090909091|0.028985507246376812|2|0
quiero anotarme en las materias y no me lo permite |1|3|2|1|2018|0|3|0|0|1|3|hotmail|Inscripción a Cursadas|51|0.0|0.803921568627451|0|11|7|1.0|0.0|1|0
buenaa  quisiera asesoramiento de coml inscribirme a las materiaa ya q desde la pagina no puedo,me  indica que la fecha ha finalizado. gracias |1|1|2|1|2018|3|5|0|0|0|3|outlook|Inscripción a Cursadas|143|0.0|0.8111888111888111|0|26|14|0.8846153846153846|0.013986013986013986|1|0
hola no se como inscribirme a  las materias...mr podrían ayudar...gracias!  |0|1|2|1|2018|3|3|0|0|1|54|gmail|Inscripción a Cursadas|76|0.0|0.75|1|13|9|0.8461538461538461|0.09210526315789473|6|0
no puedo acceder a mi nro.de legajo. me equivoque en las materias a cursar en el prmer cuarimestre.marque cinco y solo puedo cursar tres por los horarios |1|2|2|1|2016|1|1|0|0|1|5|hotmail|Inscripción a Cursadas|154|0.0|0.8051948051948052|0|28|15|0.8571428571428571|0.01948051948051948|3|0
hola que tal, queria consultar &iquest;por que a mi no se me carga por internet para poder elegir los horarios de cursada? &iquest;tengo que ir a la sede? |0|1|2|1|2018|0|8|0|0|1|25|hotmail|Inscripción a Cursadas|155|0.0|0.7741935483870968|0|29|18|0.896551724137931|0.03225806451612903|1|0
solo quiero saber  si   es necesario que me inscriba a las cursadas siendo que en la pre inscripcion yo ya elegi los horarios |4|1|2|1|2016|3|6|1|1|0|2|gmail|Inscripción a Cursadas|126|0.0|0.7936507936507936|0|27|18|0.8518518518518519|0.0|1|0
quería consultar &iquest; esta disponible la   inscripción a materias de carrera de grado durante el mes de febrero?. |4|2|2|1|2016|1|6|0|0|1|54|gmail|Inscripción a Cursadas|118|0.0|0.7966101694915254|2|21|11|0.8095238095238095|0.025423728813559324|1|0
no me permite insctibirme alas cursadas.y en el correo no tengo nada |1|1|2|1|2018|1|2|0|0|1|5|gmail|Inscripción a Cursadas|69|0.0|0.8115942028985508|0|13|8|0.9230769230769231|0.014492753623188406|1|0
hola quería consultar un problema que tengo cuando quiero ingresar para inscribirme en las materias del primer cuatrimestre,me dise que no tengo los requisitos para poder inscribirme,y  pero ya presente todos los papeles  que puede ser?  |3|4|2|1|2019|0|8|0|0|0|52|gmail|Ingreso a la Universidad|238|0.0|0.8235294117647058|1|40|21|0.8|0.012605042016806723|1|0
hola mi papa presento el lunes pasado  la renovación de mi dni porque debido a un viaje yo no lo pude hacer personalmente, le firme una autorización y todo como me dijeron en la universidad.. todos los papeles están entregados.. por eso me parece raro que no me puedo anotar a las materias del. primer cuatrimestre.. me podrían decir si los papeles ya están todos en lujan.. porque yo voy a cursar en san miguel.. gracias  |4|4|2|1|2017|2|7|0|0|1|54|hotmail|Ingreso a la Universidad|423|0.0|0.7872340425531915|5|79|46|0.7721518987341772|0.028368794326241134|11|0
